ID,Restaurant,Address,Time,Price,District,latitude,longitude
977,Bánh Su Que - Lê Hồng Phong,"123 Lê Hồng Phong, P. 3, Quận 5, TP. HCM",10:00 - 21:00,10.000 - 30.000,Quận 5,10.7559877,106.6785237
978,I Love Kem - Lê Hồng Phong,"260 Lê Hồng Phong, P. 4, Quận 5, TP. HCM",09:00 - 22:00,30.000 - 50.000,Quận 5,10.7597236,106.6773047
979,Huỳnh Kim - Bánh Mì Chiên Tôm - Lê Hồng Phong,"62 Lê Hồng Phong, P. 2, Quận 5, TP. HCM",10:00 - 19:00,9.000 - 12.000,Quận 5,10.7559877,106.6785237
980,Quán Ăn Bảo Anh - Đặc Biệt Gà Ta,"131 Trần Phú, P. 4, Quận 5, TP. HCM",07:00 - 21:30,25.000 - 220.000,Quận 5,10.7604598,106.6770652
981,Cơm Tấm 279,"279 Hậu Giang, P. 5, Quận 6, TP. HCM",,20.000 - 30.000,Quận 6,10.7497396,106.642469
982,Cơm Tấm Bà Hom - Đặng Nguyên Cẩn,"148 Đặng Nguyên Cẩn, P. 13, Quận 6, TP. HCM",,0 - 0,Quận 6,10.7533978,106.6316924
983,Quán Ăn Minh Ký - Hủ Tiếu Xào,"181 Phạm Phú Thứ, P. 4, Quận 6, TP. HCM",,30.000 - 200.000,Quận 6,10.7459867,106.6428419
984,Bún Cá Châu Đốc Ba Tèo - Hậu Giang,"121A Đ. Hậu Giang, P. 5, Quận 6, TP. HCM",06:00 - 20:30,25.000 - 60.000,Quận 6,10.7497396,106.642469
985,Ốc Bảo Khang,"169B Nguyễn Văn Luông, P. 10, Quận 6, TP. HCM",,20.000 - 200.000,Quận 6,10.7391697,106.6329541
986,Đắc Hòa - Heo Quay & Vịt Quay,"46 Bà Hom, P. 13, Quận 6, TP. HCM",05:00 - 19:15,4.000 - 400.000,Quận 6,10.7559678,106.6244903
987,SteakZone,"77 Lê Quang Sung, P. 6, Quận 6, TP. HCM",07:30 - 13:55 | 16:30 - 21:50,25.000 - 205.000,Quận 6,10.7510643,106.649158
988,Thiên Hương Actiso - Canh Bổ Actiso - Cư Xá Phú Lâm B,"E9 Cư Xá Phú Lâm B, Phường 13, Quận 6, TP. HCM",,0 - 0,Quận 6,10.7527456,106.6278076
989,"Phương 159 - Bún Riêu, Bún Mắm & Bún Thái","159B Minh Phụng, P. 9, Quận 6, TP. HCM",,30.000 - 40.000,Quận 6,10.7531056,106.6424263
990,"3 Râu - Gà Rán, Pizza & Trà Sữa - 508F An Dương Vương","508F An Dương Vương, P. 10, Quận 6, TP. HCM",07:30 - 22:45,12.000 - 120.000,Quận 6,10.734153,106.6210934
991,Lẩu 94,"94 Chợ Lớn, P. 11, Quận 6, TP. HCM",,65.000 - 135.000,Quận 6,10.7460758,106.6349103
992,Chị Mai - Cút Chiên Bơ & Vú Heo Nướng,"752 Hậu Giang, Quận 6, TP. HCM",,10.000 - 20.000,Quận 6,10.7473323,106.631778
993,Lẩu Nướng Mini 259 - Nguyễn Văn Luông,"240/112B Nguyễn Văn Luông, P. 11, Quận 6, TP. HCM",00:00 - 13:00 | 17:30 - 23:59,49.000 - 299.000,Quận 6,10.74392475,106.6367311
994,Sasin - Mì Cay 7 Cấp Độ Hàn Quốc - 18 Hậu Giang,"18 Hậu Giang, P. 2, Quận 6, TP. HCM",,23.000 - 419.000,Quận 6,10.7496904,106.6449484
995,Đỗ Quyên - Súp Cua - Hậu Giang,"33 Hậu Giang, P. 2, Quận 6, TP. HCM",,19.000 - 35.000,Quận 6,10.7496904,106.6449484
996,Bánh Tráng Nướng SuShi - Nguyễn Văn Luông,"161 Đ. Nguyễn Văn Luông, P. 10, Quận 6, TP. HCM",,0 - 0,Quận 6,10.7377743,106.6337202
997,Cơm Tấm 292 - Cơm Sườn - Lê Quang Sung,"292 Lê Quang Sung, P. 6, Quận 6, TP. HCM",,15.000 - 25.000,Quận 6,10.7515528,106.6463444
998,Quán Hủ Tiếu Hải Sản - Hậu Giang,"502 Hậu Giang, P. 12, Quận 6, TP. HCM",06:00 - 21:00,0 - 0,Quận 6,10.7485939,106.6371316
999,Mì Trộn Thái Phiên - Nguyễn Văn Luông,"361/2 Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",,28.000 - 54.000,Quận 6,10.7507057,106.6346334
1000,Quán E58 - Bún Riêu - Cư Xá Phú Lâm B,"E58 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",06:00 - 22:30,0 - 0,Quận 6,10.7531542,106.6293455
1001,Cơm Tấm Bến Tre,"942 Hậu Giang, P. 12, Quận 6, TP. HCM",,22.000 - 50.000,Quận 6,10.7485939,106.6371316
1002,Thuyền - Ẩm Thực Chay,"529A Hậu Giang, P. 11, Quận 6, TP. HCM",,10.000 - 50.000,Quận 6,10.7472544,106.6318412
1003,Dì Tư - Hủ Tiếu Bò Kho & Thập Cẩm,"492D/17 Hậu Giang, P. 12 (Vào Hẻm 476 Hậu Giang), Quận 6, TP. HCM",06:00 - 14:00,25.000 - 35.000,Quận 6,0.0,0.0
1004,Bánh Tráng Bà Gánh - Ăn Vặt Online,"166/20/1A Phạm Phú Thứ, P. 4, Quận 6, TP. HCM",,10.000 - 25.000,Quận 6,10.7446158,106.6437815
1005,Haru - Gỏi Cuốn & Ăn Vặt,"30 Phạm Văn Chí, P. 1, Quận 6, TP. HCM",,10.000 - 40.000,Quận 6,10.7459856,106.6487752
1006,"Ăn Vặt Yumi - Mì Cay, Mì Gói Trộn & Bánh Tráng Cuốn","183/29G Tân Hòa Đông, P. 14, Quận 6, TP. HCM",,13.000 - 48.000,Quận 6,10.7591948,106.6284874
1007,Hai Mập Quán - Quán Ăn Gia Đình - Phạm Văn Chí,"650 Phạm Văn Chí, P. 8, Quận 6, TP. HCM",,20.000 - 120.000,Quận 6,10.7402048,106.6383299
1008,Quán Chay Thảo,"30/11 Nguyễn Đình Chi, P. 9, Quận 6, TP. HCM",08:00 - 21:00,35.000 - 132.000,Quận 6,10.75117835,106.6419138
1009,Cơm Lam & Gà Nướng Buôn Mê Thuột - Shop Online,"30/58 Phạm Phú Thứ, P. 3, Quận 6, TP. HCM",08:00 - 19:00,155.000 - 385.000,Quận 6,10.7425107,106.645042
1010,Cơm Cháy Kho Quẹt Phú Lâm 2,"311 Đặng Nguyên Cẩn, P. 13, Quận 6, TP. HCM",,20.000 - 40.000,Quận 6,10.7533978,106.6316924
1011,Út Lan - Bún Riêu & Canh Bún,"54T Lê Quang Sung, P. 6, Quận 6, TP. HCM",07:00 - 13:00,25.000 - 40.000,Quận 6,10.7515528,106.6463444
1012,Cơm Tấm Đêm 903 - Shop Online,"903 Hồng Bàng, P. 9, Quận 6, TP. HCM",,50.000 - 60.000,Quận 6,10.7545658,106.6379299
1013,Cô Hai Châu - Bánh Ướt & Bánh Cuốn - Đường Số 10,"150 Đường Số 10, P. 13, Quận 6, TP. HCM",06:00 - 21:00,30.000 - 50.000,Quận 6,10.7543259,106.6269935
1014,BÉ - BỘT CHIÊN - Đường Số 10,"132 Đường Số 10, Cư Xá Rada Phú Lâm, P. 13, Quận 6, TP. HCM",,4.000 - 15.000,Quận 6,0.0,0.0
1015,Cháo Ếch Hỏa Diệm Sơn - Kinh Dương Vương,"207/34 Kinh Dương Vương, P. 12, Quận 6, TP. HCM",,0 - 0,Quận 6,10.7458283,106.6241142
1016,Sữa Chua Trân Châu Hạ Long - Hậu Giang,"190 Hậu Giang, Quận 6, TP. HCM",,20.000 - 35.000,Quận 6,10.749055,106.6389559
1017,Há Cảo Cửu Vị - Ngọc Thanh Dim Sum - Tân Hoà Đông,"30B Tân Hoà Đông, P. 14, Quận 6, TP. HCM",,4.000 - 15.000,Quận 6,10.7542794,106.634257
1018,TOUS les JOURS - Hậu Giang,"231 Hậu Giang, P. 5, Quận 6, TP. HCM",08:30 - 21:00,15.000 - 600.000,Quận 6,10.7497396,106.642469
1019,Quán Hai Mập - Cơm Gà Da Giòn & Hủ Tiếu Mì Xào,"191 Phạm Phú Thứ, P. 4, Quận 6, TP. HCM",,15.000 - 200.000,Quận 6,10.7459867,106.6428419
1020,Sushi Minh - Giao Hàng Tận Nơi - Hậu Giang,"13 Hậu Giang, P. 2, Quận 6, TP. HCM",,15.000 - 200.000,Quận 6,10.7496904,106.6449484
1021,Cháo Ếch Singapore - Tân Hòa Đông,"145 Tân Hòa Đông, Quận 6, TP. HCM",,36.000 - 36.000,Quận 6,10.7542794,106.634257
1022,Bi Béo - Bò Kho & Bún Bò,"995/17 Hồng Bàng, P. 12, Quận 6, TP. HCM",05:30 - 23:00,5.000 - 59.000,Quận 6,10.7530778,106.6369897
1023,Phở 41 - Lò Gốm,"541 Lò Gốm, P. 9, Quận 6, TP. HCM",06:30 - 12:00 | 16:30 - 21:00,32.000 - 42.000,Quận 6,10.7494069,106.6399218
1024,Ốc 219C,"219C Lê Quang Sung, P. 6, Quận 6, TP. HCM",,20.000 - 30.000,Quận 6,10.7515528,106.6463444
1025,Bún Thái D25 Quán,"E30 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",,30.000 - 30.000,Quận 6,10.7531542,106.6293455
1026,Gà Hấp Muối & Gà Ủ Muối - Thiên Ân Quán,"47 Lô E - Lý Chiêu Hoàng, P. 10, Quận 6, TP. HCM",00:00 - 23:59,0 - 0,Quận 6,0.0,0.0
1027,Neca Fresh Yogurt - Nguyễn Phạm Tuân,"47/2 Nguyễn Phạm Tuân, P. 9, Quận 6, TP. HCM",,25.000 - 38.000,Quận 6,10.7537057,106.6418023
1028,Bánh Kem Tuấn Tú,"455 An Dương Vương, P. 11, Quận 6, TP. HCM",06:00 - 22:00,10.000 - 500.000,Quận 6,10.7420598,106.6236731
1029,Cháo Lòng Minh Mập,"32B Hậu Giang, Quận 6, TP. HCM",,15.000 - 15.000,Quận 6,10.749055,106.6389559
1030,"Hủ Tiếu Thái Lan, Trà Sữa Thái, Ăn Vặt - Pi Thai - 05 Hậu Giang","Số 5 Hậu Giang, P. 2, Quận 6, TP. HCM",07:00 - 21:30,0 - 0,Quận 6,10.7496904,106.6449484
1031,Cơm Tấm Cali - Nguyễn Thị Nhỏ,"87D - 87E Nguyễn Thị Nhỏ, Quận 6, TP. HCM",,50.000 - 70.000,Quận 6,0.0,0.0
1032,A Đại - Sủi Cảo & Mì - Vành Đai,"24 Vành Đai, P. 10, Quận 6, TP. HCM",,25.000 - 35.000,Quận 6,10.7367087,106.6252235
1033,Lâm Phát Ký - Hủ Tiếu Mì Sa Tế Nai,"309 Lê Quang Sung, P. 6, Quận 6, TP. HCM",06:30 - 13:30 | 16:00 - 23:00,35.000 - 55.000,Quận 6,10.7515528,106.6463444
1034,Cơm Tấm 3 Chị Em - Lò Gốm,"703 Lò Gốm, P. 9, Quận 6, TP. HCM",,25.000 - 50.000,Quận 6,10.7494069,106.6399218
1035,Cá Viên Chiên - Trà Sữa Su Su,"Kios 13 Đường 32, P. 10, Quận 6, TP. HCM",,20.000 - 50.000,Quận 6,0.0,0.0
1036,7 Bún Riêu,"122 Hậu Giang, P. 6, Quận 6, TP. HCM",,25.000 - 40.000,Quận 6,10.7497396,106.642469
1037,Bánh Sữa Pate Chiên Trứng,"405A/1 Hậu Giang, P. 11, Quận 6, TP. HCM",,18.000 - 20.000,Quận 6,10.7472544,106.6318412
1038,Cơm Gà Xối Mỡ Chị Tuyết,"916 Hậu Giang, Quận 6, TP. HCM",,30.000 - 50.000,Quận 6,10.749055,106.6389559
1039,Ăn Vặt Cá Viên Chiên 3 Vị - 73 Văn Thân,"73 Văn Thân, P. 8, Quận 6, TP. HCM",,0 - 0,Quận 6,10.7424455,106.6409452
1040,Bắp Mỹ Hấp Lá Dứa,"2S Lê Quang Sung, P. 2, Quận 6, TP. HCM",09:00 - 09:30,10.000 - 20.000,Quận 6,10.7509561,106.6529577
1041,Bánh Canh Cua 260 - Chợ Lớn,"32 Đường Chợ Lớn, P. 11, Quận 6, TP. HCM",06:00 - 21:00,30.000 - 50.000,Quận 6,10.74457,106.6252555
1042,Chè Bưởi Vĩnh Long - 55 Hậu Giang,"55 Hậu Giang, P. 2, Quận 6, TP. HCM",,15.000 - 45.000,Quận 6,10.7496904,106.6449484
1043,Ngọc Liên Châu - Bánh Bao Tươi - Hậu Giang,"1076 Hậu Giang, P. 12, Quận 6, TP. HCM",06:30 - 22:00,20.000 - 40.000,Quận 6,10.7454403,106.6243261
1044,"Bún Mọc, Bánh Canh Gạo & Bún Gạo - Phạm Văn Chí","290 Phạm Văn Chí, P. 4, Quận 6, TP. HCM",05:38 - 10:00,23.000 - 25.000,Quận 6,10.7432023,106.6438334
1045,Gà Ta Sơn Ca - Cháo & Gỏi Gà,"180A Phạm Văn Chí, Quận 6, TP. HCM",,20.000 - 20.000,Quận 6,10.7428859,106.6432925
1046,Gà Nướng Muối Ớt 68B - Đăng Nguyên Cẩn,"68B Đặng Nguyên Cẩn, P.14, Quận 6, TP. HCM",,95.000 - 180.000,Quận 6,10.7571482,106.6337651
1047,Công Hằng - Bánh Canh Chả Cá Nha Trang - D17 Cư Xá Phú Lâm B,"D17 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",07:00 - 23:00,10.000 - 35.000,Quận 6,10.7540178,106.6286541
1048,Mr. Béo - Cháo Hàu & Bột Chiên - Hậu Giang,"506B1 Hậu Giang, P. 12, Quận 6, TP. HCM",,10.000 - 100.000,Quận 6,0.0,0.0
1049,Hai Be - Cơm Tấm & Bún Thịt Nướng - Chợ Lớn,"255 Chợ Lớn, P. 11, Quận 6, TP. HCM",06:00 - 16:29,25.000 - 35.000,Quận 6,10.7460758,106.6349103
1050,Ốc 235A,"235A Mai Xuân Thưởng, P. 6, Quận 6, TP. HCM",,50.000 - 110.000,Quận 6,10.750673,106.6465911
1051,Bắp Rang Bơ - Hậu Giang,"188 Hậu Giang, P. 6, Quận 6, TP. HCM",,10.000 - 20.000,Quận 6,10.7497396,106.642469
1052,Hệ Thống Gà Quay & Cơm Lam Ngọc Minh Food Quận 6 Phú Lâm - Lê Tuấn Mậu,"118 Lê Tuấn Mậu, P. 13, Quận 6, TP. HCM",08:00 - 23:00,0 - 0,Quận 6,10.7490204,106.625679
1053,Bánh Bao Thọ Phát - Minh Phụng,"97A Minh Phụng, P. 9, Quận 6, TP. HCM",06:00 - 21:45,15.000 - 33.000,Quận 6,10.7531056,106.6424263
1054,Súp Cua Thịnh - Tân Hoà Đông,"79/34A29 Tân Hoà Đông, P. 11, Quận 6, TP. HCM",00:00 - 23:59,15.000 - 125.000,Quận 6,0.0,0.0
1055,Gà Rán Chicken Plus - Bà Hom,"192 Bà Hom, P. 13, Quận 6, TP. HCM",,35.000 - 219.000,Quận 6,10.7559678,106.6244903
1056,Phở & Lẩu Bò - Chợ Lớn,"63/3 Nguyễn Thị Nhỏ, P. 2, Quận 6, TP. HCM",06:20 - 21:20,35.000 - 55.000,Quận 6,10.7512539,106.6505218
1057,Quán Ông Mập - Bún Mắm & Bún Thái,"93/4 Nguyễn Văn Luông, P. 10, Quận 6, TP. HCM",08:00 - 20:00,50.000 - 70.000,Quận 6,10.7391697,106.6329541
1058,Cô Mai - Bánh Hot Dog - 146 Lê Quang Sung,"146 Lê Quang Sung, P. 6, Quận 6, TP. HCM",,2.000 - 10.000,Quận 6,10.7515528,106.6463444
1059,Bánh Cuốn Nóng Anh Thư - 200/1 Bình Tiên,"200/1 Bình Tiên, P. 4, Quận 6, TP. HCM",,10.000 - 40.000,Quận 6,10.7445413,106.643433
1060,Ly Ly Nướng - Chi Lăng,"199/7 Lê Quang Sung, Quận 6, TP. HCM",,15.000 - 60.000,Quận 6,10.7515097,106.6454566
1061,Vú Heo Nướng & Phá Lấu Bò Chị Dung 199,"199 Lê Quang Sung, Quận 6, TP. HCM",,5.000 - 20.000,Quận 6,10.7515097,106.6454566
1062,Ốc Tửng,"143/8 Đường Số 10, P. 13, Quận 6, TP. HCM",,49.000 - 59.000,Quận 6,10.7548095,106.6270606
1063,Anna - Bánh Mì Thổ Nhĩ Kỳ - Hậu Giang,"888 Hậu Giang, P. 12, Quận 6, TP. HCM",00:00 - 23:59,18.000 - 30.000,Quận 6,10.7485939,106.6371316
1064,Da Gà Chiên Nước Mắm - Đường Số 10,"120/2 Đường Số 10, P. 13, Quận 6, TP. HCM",00:00 - 23:59,0 - 0,Quận 6,10.7543259,106.6269935
1065,Bánh Tráng Út Hạnh,"Kios 12 Đường Số 32, P. 10, Quận 6, TP. HCM",,10.000 - 40.000,Quận 6,0.0,0.0
1066,Gà Rán Popeyes - Nguyễn Văn Luông,"500C Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",,30.000 - 150.000,Quận 6,10.7507057,106.6346334
1067,Mì Cay Gochu - Nguyễn Văn Luông,"409 Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",,30.000 - 50.000,Quận 6,10.7507057,106.6346334
1068,Gà Rán & Burger McDonald's Phu Lam,"718Bis Kinh Dương Vương, P. 13, Quận 6, TP. HCM",07:00 - 22:50,30.000 - 80.000,Quận 6,0.0,0.0
1069,Lotteria - Bình Phú,"211 - 213 Bình Phú, P. 11, Quận 6, TP. HCM",07:30 - 22:00,30.000 - 110.000,Quận 6,10.7423525,106.6300031
1070,Long Ký - Cơm Gà Da Rất Giòn,"98 Chợ Lớn, P. 11, Quận 6, TP. HCM",,35.000 - 39.000,Quận 6,10.7460758,106.6349103
1071,Cơm Tấm 3 Chị Em,"733 Lò Gốm, P. 9, Quận 6, TP. HCM",,25.000 - 50.000,Quận 6,10.7494069,106.6399218
1072,Kore - Mì Cay 7 Cấp Độ Hàn Quốc - An Dương Vương,"416 An Dương Vương, P. 10, Quận 6, TP. HCM",,0 - 0,Quận 6,10.734153,106.6210934
1073,Bún Đậu Mắm Tôm Hai Anh Em - Gia Truyền Gốc Hà Nội - Hậu Giang,"1001 Hậu Giang, P. 11, Quận 6, TP. HCM",,30.000 - 60.000,Quận 6,10.7472544,106.6318412
1074,Mến - Bún Chả Cá Sứa Nha Trang - Hậu Giang,"208 Hậu Giang, P. 9, Quận 6, TP. HCM",00:00 - 02:00 | 06:35 - 23:59,20.000 - 30.000,Quận 6,10.7496092,106.6407294
1075,Yoko Sushi,"36/46/4 Kinh Dương Vương, P. 13, Quận 6, TP. HCM",,10.000 - 79.000,Quận 6,10.7530463,106.633004
1076,Texas Chicken - Hậu Giang,"176C-176D Hậu Giang, P. 6, Quận 6, TP. HCM",,50.000 - 220.000,Quận 6,0.0,0.0
1077,Bún Bò Huế Đông Phong - Hậu Giang,"251 Hậu Giang, P. 5, Quận 6, TP. HCM",06:30 - 21:30,30.000 - 40.000,Quận 6,10.7497396,106.642469
1078,Funny Beef - Spaghetti & Beefsteak - Nguyễn Văn Luông,"203C Nguyễn Văn Luông, P. 11, Quận 6, TP. HCM",,25.000 - 95.000,Quận 6,10.7450297,106.6349088
1079,Doyagi - Ẩm Thực Hàn Quốc,"126 Đường Số 10, Cư Xá Ra Đa, P. 13, Quận 6, TP. HCM",,28.000 - 50.000,Quận 6,0.0,0.0
1080,Bánh Canh Cua Út Thảo,"427 Hậu Giang, P. 11, Quận 6, TP. HCM",07:30 - 22:20,35.000 - 180.000,Quận 6,10.7472544,106.6318412
1081,Gà Rán KFC - Hậu Giang,"549 - 551 Hậu Giang, P. 11, Quận 6, TP. HCM",,30.000 - 88.000,Quận 6,10.7472544,106.6318412
1082,Ty Thy - Gỏi Đu Đủ Thái,"546 An Dương Vương, P. 10, Quận 6, TP. HCM",,15.000 - 50.000,Quận 6,10.7426013,106.6237093
1083,Cơm Gà Hải Nam - Hậu Giang,"140 Hậu Giang, P. 6, Quận 6, TP. HCM",,41.000 - 105.000,Quận 6,10.7497396,106.642469
1084,O Tú - Bún Bò Huế - Chợ Lớn,"256 Chợ Lớn, P. 11, Quận 6, TP. HCM",06:00 - 19:30,20.000 - 30.000,Quận 6,10.7460758,106.6349103
1085,Bánh Cuốn & Bánh Ướt Phú Lâm,"1/1A Tân Hòa Đông, P. 13, Quận 6, TP. HCM",00:00 - 23:59,20.000 - 25.000,Quận 6,10.7580123,106.6264913
1086,Súp Cua Mộc - Hậu Giang,"17C Hậu Giang, P. 2, Quận 6, TP. HCM",07:00 - 21:00,20.000 - 40.000,Quận 6,10.7496904,106.6449484
1087,Mr Béo - Cháo Hàu & Bột Chiên Hải Sản,"500 Hậu Giang, Quận 6, TP. HCM",,7.000 - 30.000,Quận 6,10.749055,106.6389559
1088,Cơm Gà Xối Mỡ Thạch Lam - Hậu Giang,"313 Hậu Giang, P. 5, Quận 6, TP. HCM",,25.000 - 35.000,Quận 6,10.7497396,106.642469
1089,Bánh Tráng Út Bình,"449A Phạm Văn Chí, P. 7, Quận 6, TP. HCM",,3.000 - 250.000,Quận 6,10.7382102,106.6350861
1090,Xôi Bình Tiên - Minh Phụng,"88 Minh Phụng, P. 5, Quận 6, TP. HCM",06:05 - 22:30,10.000 - 33.000,Quận 6,10.7496481,106.6423525
1091,Xuân Mai - Phở & Lẩu Bò,"251D Hậu Giang, P. 5, Quận 6, TP. HCM",,2.000 - 300.000,Quận 6,10.7497396,106.642469
1092,Bánh Canh Cua Thảo - Cư Xá Phú Lâm B,"E38 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",08:00 - 22:30,15.000 - 33.000,Quận 6,10.7540178,106.6286541
1093,"Cơm Gà, Cháo & Gỏi Gà Ta Tường Vy - Bình Phú","34 Bình Phú, P. 11, Quận 6, TP. HCM",,15.000 - 300.000,Quận 6,10.7423525,106.6300031
1094,Kem Bơ - Trái Cây Tô 251 - Đặng Nguyên Cẩn,"66E Đặng Nguyên Cẩn, P. 14, Quận 6, TP. HCM",00:00 - 02:30 | 08:00 - 23:59,10.000 - 40.000,Quận 6,10.7567823,106.6337501
1095,Thu Thảo - Cháo Dinh Dưỡng - Bình Tiên,"192 Bình Tiên, P. 4, Quận 6, TP. HCM",06:00 - 19:00,12.000 - 100.000,Quận 6,10.7445413,106.643433
1096,Phi Phi Quán - Cơm Gà Xối Mỡ,"161/7 Phạm Văn Chí, P. 3, Quận 6, TP. HCM",,30.000 - 50.000,Quận 6,10.7428859,106.6432925
1097,Tâm Quán - Bún Quậy Phú Quốc - Hậu Giang,"162B Hậu Giang, P. 6, Quận 6, TP. HCM",07:00 - 13:20 | 16:00 - 21:50,35.000 - 55.000,Quận 6,10.7497396,106.642469
1098,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Phạm Văn Chí,"335 Phạm Văn Chí, P. 3, Quận 6, TP. HCM",,23.000 - 71.000,Quận 6,10.7428859,106.6432925
1099,Bò Né 3 Ngon - Hậu Giang,"14 Hậu Giang, P. 2, Quận 6, TP. HCM",07:00 - 22:00,25.000 - 45.000,Quận 6,10.7496904,106.6449484
1100,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,"23 Song Hành, P. 10, Quận 6, TP. HCM",,20.000 - 35.000,Quận 6,10.7415042,106.6268527
1101,Bánh Mì Kebab - Nguyễn Văn Luông,"249A Nguyễn Văn Luông, Quận 6, TP. HCM",06:00 - 19:00,15.000 - 25.000,Quận 6,10.7503315,106.6371253
1102,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Đường Số 23,"131 Đường Số 23, P.11, Quận 6, TP. HCM",,20.000 - 35.000,Quận 6,10.7432735,106.6253628
1103,"3A Korean Food - Gà Sốt Phô Mai, Mì Cay Hàn Quốc & Tokbokki - Nguyễn Văn Luông","233A Nguyễn Văn Luông, P. 11, Quận 6, TP. HCM",,40.000 - 130.000,Quận 6,10.7450297,106.6349088
1104,Ốc Thiên Kim - Hậu Giang,"70A Hậu Giang, P. 6, Quận 6, TP. HCM",,10.000 - 80.000,Quận 6,10.7497396,106.642469
1105,"3 Râu - Gà Rán, Pizza & Trà Sữa - Bình Phú","225 Bình Phú, P. 11, Quận 6, TP. HCM",,20.000 - 70.000,Quận 6,10.7423525,106.6300031
1106,Lola Korean Food - Tokbokki & Gà Xốt - Phạm Văn Chí,"118 Phạm Văn Chí, P. 4, Quận 6, TP. HCM",,15.000 - 50.000,Quận 6,10.7459856,106.6487752
1107,Cơm Tấm Chay Tịnh Tâm - Minh Phụng,"45A Minh Phụng, P. 5, Quận 6, TP. HCM",,0 - 0,Quận 6,10.7496481,106.6423525
1108,Ngọc Trinh - Bánh Tráng Siêu Cay - Hậu Giang,"271 Hậu Giang, P. 5, Quận 6, TP. HCM",08:30 - 21:30,10.000 - 15.000,Quận 6,10.7497396,106.642469
1109,Cơm Thố Tiến Phát - Bà Hom,"96A Bà Hom, P. 13, Quận 6, TP. HCM",08:30 - 22:25,10.000 - 100.000,Quận 6,10.7559678,106.6244903
1110,Tường Trà - Quán Chay Gia Truyền,"158 Trần Văn Kiểu, P. 10, Quận 6, TP. HCM",07:00 - 13:00 | 16:00 - 21:00,27.000 - 40.000,Quận 6,10.7390023,106.6274792
1111,Tré Trộn Cóc Giang Hoàng - Minh Phụng,"48 Minh Phụng, P. 5, Quận 6, TP. HCM",,40.000 - 50.000,Quận 6,10.7496481,106.6423525
1112,Lotteria - Hậu Giang,"52 Hậu Giang, P. 6, Quận 6, TP. HCM",08:00 - 22:00,10.000 - 150.000,Quận 6,10.7497396,106.642469
1113,Xôi Bánh Mì Hồng Ánh - Ăn Vặt - Minh Phụng,"82 Minh Phụng, P. 5, Quận 6, TP. HCM",00:00 - 23:59,15.000 - 25.000,Quận 6,10.7496481,106.6423525
1114,Subin - Cơm Gà Xối Mỡ,"251B Phan Văn Khỏe, P. 5, Quận 6, TP. HCM",,15.000 - 35.000,Quận 6,10.7472446,106.6426081
1115,Gà Ta Thành Công 3,"201 Bình Tiên, P. 8, Quận 6, TP. HCM",00:00 - 23:59,30.000 - 100.000,Quận 6,10.744968,106.6422034
1116,Công Hằng - Bánh Canh Chả Cá Nha Trang - Cư Xá Phú Lâm B,"D17 Cư Xá Phú Lâm B, P. 13, Quận 6, TP. HCM",07:00 - 23:00,10.000 - 35.000,Quận 6,10.7540178,106.6286541
1117,Cháo Thập Cẩm 26 - Cháo Triều Châu - Tân Hoà Đông,"26 Tân Hòa Đông, P. 14, Quận 6, TP. HCM",,0 - 0,Quận 6,10.7542794,106.634257
1118,Phở Phú Lâm - Phở Bò - Bà Hom,"20/2 Bà Hom, P. 13, Quận 6, TP. HCM",05:30 - 11:30,0 - 0,Quận 6,10.7559678,106.6244903
1119,Kichi Kichi Lẩu Băng Chuyền - Bình Phú,"123 - 125 - 127 Bình Phú, P. 11, Quận 6, TP. HCM",,30.000 - 300.000,Quận 6,10.7423525,106.6300031
1120,"By Chíp - Bánh Gạo, Gà Rán & Trà Sữa - Nguyễn Văn Luông","413 Nguyễn Văn Luông, P. 12, Quận 6, TP. HCM",,10.000 - 35.000,Quận 6,10.7507057,106.6346334
1121,Sushi 107,"107 Đường Số 10, P. 13, Quận 6, TP. HCM",,25.000 - 90.000,Quận 6,10.7543259,106.6269935
1122,Súp Cua Mộc - Lê Văn Lương,"504 Lê Văn Lương, P. Tân Phong, Quận 7, TP. HCM",06:30 - 22:00,15.000 - 40.000,Quận 7,10.7302242,106.7002354
1123,Cơm Tấm Phúc Lộc Thọ - 524 Nguyễn Thị Thập,"524 Nguyễn Thị Thập, P. Tân Hưng, Quận 7, TP. HCM",08:00 - 20:30,32.000 - 139.000,Quận 7,10.7410406,106.6973552
1124,Thiên Đăng Quán - Cháo Lươn & Miến Lươn,"136A Đường Số 79, P. Tân Quy, Quận 7, TP. HCM",06:00 - 13:00 | 16:00 - 20:00,5.000 - 55.000,Quận 7,10.7398682,106.7113847
